sep=,
IID,category,path,analyzer,status
"22381F2D349BD963DCCA7069305A2E54","Password Management: Hardcoded Password","test/api/feedbackApiSpec.ts:151","Structural","new"
"22381F2D349BD963DCCA7069305A2E53","Password Management: Hardcoded Password","test/api/feedbackApiSpec.ts:118","Structural","new"
"22381F2D349BD963DCCA7069305A2E52","Password Management: Hardcoded Password","test/api/erasureRequestApiSpec.ts:80","Structural","new"
"22381F2D349BD963DCCA7069305A2E51","Password Management: Hardcoded Password","test/api/erasureRequestApiSpec.ts:64","Structural","new"
"22381F2D349BD963DCCA7069305A2E50","Password Management: Hardcoded Password","test/api/erasureRequestApiSpec.ts:37","Structural","new"
"22381F2D349BD963DCCA7069305A2E4F","Password Management: Hardcoded Password","test/api/erasureRequestApiSpec.ts:18","Structural","new"
"22381F2D349BD963DCCA7069305A2E4E","Password Management: Hardcoded Password","test/api/deliveryApiSpec.ts:110","Structural","new"
"22381F2D349BD963DCCA7069305A2E4D","Password Management: Hardcoded Password","test/api/deliveryApiSpec.ts:82","Structural","new"
"22381F2D349BD963DCCA7069305A2E4C","Password Management: Hardcoded Password","test/api/deliveryApiSpec.ts:51","Structural","new"
"22381F2D349BD963DCCA7069305A2E4B","Password Management: Hardcoded Password","test/api/deliveryApiSpec.ts:22","Structural","new"
"22381F2D349BD963DCCA7069305A2E4A","Password Management: Hardcoded Password","test/api/dataExportApiSpec.ts:331","Structural","new"
"22381F2D349BD963DCCA7069305A2E49","Password Management: Hardcoded Password","test/api/dataExportApiSpec.ts:281","Structural","new"
"22381F2D349BD963DCCA7069305A2E48","Password Management: Hardcoded Password","test/api/dataExportApiSpec.ts:233","Structural","new"
"22381F2D349BD963DCCA7069305A2E47","Password Management: Hardcoded Password","test/api/dataExportApiSpec.ts:193","Structural","new"
"22381F2D349BD963DCCA7069305A2E89","Password Management: Hardcoded Password","test/api/userApiSpec.ts:81","Structural","new"
"22381F2D349BD963DCCA7069305A2E88","Password Management: Hardcoded Password","test/api/userApiSpec.ts:59","Structural","new"
"22381F2D349BD963DCCA7069305A2E87","Password Management: Hardcoded Password","test/api/userApiSpec.ts:41","Structural","new"
"22381F2D349BD963DCCA7069305A2E86","Password Management: Hardcoded Password","test/api/securityAnswerApiSpec.ts:44","Structural","new"
"22381F2D349BD963DCCA7069305A2E85","Password Management: Hardcoded Password","test/api/quantityApiSpec.ts:325","Structural","new"
"22381F2D349BD963DCCA7069305A2E84","Password Management: Hardcoded Password","test/api/quantityApiSpec.ts:308","Structural","new"
"22381F2D349BD963DCCA7069305A2E83","Password Management: Hardcoded Password","test/api/quantityApiSpec.ts:291","Structural","new"
"22381F2D349BD963DCCA7069305A2E82","Password Management: Hardcoded Password","test/api/quantityApiSpec.ts:268","Structural","new"
"22381F2D349BD963DCCA7069305A2E81","Password Management: Hardcoded Password","test/api/quantityApiSpec.ts:248","Structural","new"
"22381F2D349BD963DCCA7069305A2E80","Password Management: Hardcoded Password","test/api/quantityApiSpec.ts:227","Structural","new"
"22381F2D349BD963DCCA7069305A2E7F","Password Management: Hardcoded Password","test/api/quantityApiSpec.ts:206","Structural","new"
"22381F2D349BD963DCCA7069305A2E7E","Password Management: Hardcoded Password","test/api/quantityApiSpec.ts:189","Structural","new"
"22381F2D349BD963DCCA7069305A2E7D","Password Management: Hardcoded Password","test/api/quantityApiSpec.ts:172","Structural","new"
"22381F2D349BD963DCCA7069305A2E7C","Password Management: Hardcoded Password","test/api/quantityApiSpec.ts:154","Structural","new"
"22381F2D349BD963DCCA7069305A2E7B","Password Management: Hardcoded Password","test/api/quantityApiSpec.ts:136","Structural","new"
"22381F2D349BD963DCCA7069305A2E7A","Password Management: Hardcoded Password","test/api/quantityApiSpec.ts:113","Structural","new"
"22381F2D349BD963DCCA7069305A2E79","Password Management: Hardcoded Password","test/api/quantityApiSpec.ts:92","Structural","new"
"22381F2D349BD963DCCA7069305A2E78","Password Management: Hardcoded Password","test/api/quantityApiSpec.ts:71","Structural","new"
"22381F2D349BD963DCCA7069305A2E77","Password Management: Hardcoded Password","test/api/quantityApiSpec.ts:54","Structural","new"
"22381F2D349BD963DCCA7069305A2E76","Password Management: Hardcoded Password","test/api/quantityApiSpec.ts:37","Structural","new"
"22381F2D349BD963DCCA7069305A2E75","Password Management: Hardcoded Password","test/api/quantityApiSpec.ts:20","Structural","new"
"22381F2D349BD963DCCA7069305A2E74","Password Management: Hardcoded Password","test/api/profileImageUploadSpec.ts:123","Structural","new"
"22381F2D349BD963DCCA7069305A2E73","Password Management: Hardcoded Password","test/api/profileImageUploadSpec.ts:97","Structural","new"
"22381F2D349BD963DCCA7069305A2E72","Password Management: Hardcoded Password","test/api/profileImageUploadSpec.ts:52","Structural","new"
"22381F2D349BD963DCCA7069305A2E71","Password Management: Hardcoded Password","test/api/profileImageUploadSpec.ts:25","Structural","new"
"22381F2D349BD963DCCA7069305A2E70","Password Management: Hardcoded Password","test/api/productReviewApiSpec.ts:126","Structural","new"
"22381F2D349BD963DCCA7069305A2E6F","Password Management: Hardcoded Password","test/api/productReviewApiSpec.ts:106","Structural","new"
"22381F2D349BD963DCCA7069305A2E6E","Password Management: Hardcoded Password","test/api/paymentApiSpec.ts:20","Structural","new"
"22381F2D349BD963DCCA7069305A2E6D","Password Management: Hardcoded Password","test/api/passwordApiSpec.ts:93","Structural","new"
"22381F2D349BD963DCCA7069305A2E6C","Password Management: Hardcoded Password","test/api/passwordApiSpec.ts:47","Structural","new"
"D66F19E6D14A4ADCE4231BF082EC8527","Password Management: Hardcoded Password","frontend/src/app/register/register.component.spec.ts:135","Structural","new"
"22381F2D349BD963DCCA7069305A2E6B","Password Management: Hardcoded Password","test/api/passwordApiSpec.ts:29","Structural","new"
"22381F2D349BD963DCCA7069305A2E6A","Password Management: Hardcoded Password","test/api/passwordApiSpec.ts:20","Structural","new"
"22381F2D349BD963DCCA7069305A2E69","Password Management: Hardcoded Password","test/api/orderHistoryApiSpec.ts:148","Structural","new"
"4657AE831FEF5D8996A95E2009FDBB15","Password Management: Insecure Submission","frontend/src/app/two-factor-auth/two-factor-auth.component.html:27","Content","new"
"4657AE831FEF5D8996A95E2009FDBB16","Password Management: Insecure Submission","frontend/src/app/two-factor-auth/two-factor-auth.component.html:71","Content","new"
"1989AD4DDC48B5FE9DDCCE00EFB7F1F2","Password Management: Null Password","frontend/src/hacking-instructor/challenges/passwordStrength.ts:15","Structural","new"
"915030B76AB1002CBF11104382ADCE1D","Password Management: Password in Comment","routes/2fa.ts:94","Structural","new"
"E05D4E7A3E599FB3E90C4BADB29EA068","Password Management: Password in Comment","models/user.ts:77","Structural","new"
"B75212F78E6082E1439B8FBE0A477227","Password Management: Password in Comment","models/user.ts:37","Structural","new"
"29788F8C213182B1EA3866C0934FFD84","Password Management: Password in Comment","test/api/searchApiSpec.ts:101","Structural","new"
"81418C09C0FF9A3EB70B3012AC915879","Password Management: Password in Comment","test/cypress/support/commands.ts:13","Structural","new"
"C61F61134E3D458C6B89080CDD967A6C","Password Management: Password in Comment","models/user.ts:79","Structural","new"
"3B323E7C8C95A87A009E0CFED8209C31","Poor Logging Practice: Use of a System Output Stream","rsn/rsnUtil.ts:65","Structural","new"
"AC7B2D7FB8BF50C81DBBF8F808E90715","Poor Logging Practice: Use of a System Output Stream","rsn/rsnUtil.ts:48","Structural","new"
"66479B5E39922E79594070592F11BA2B","Poor Logging Practice: Use of a System Output Stream","rsn/rsnUtil.ts:86","Structural","new"
"C9D5540AA9C4D1134B2B8533171FC44F","Poor Logging Practice: Use of a System Output Stream","rsn/rsnUtil.ts:63","Structural","new"
"A93EEB25ECF9D2D7779F293F5F3B352D","Poor Logging Practice: Use of a System Output Stream","rsn/rsnUtil.ts:88","Structural","new"
"19E0A2CB3B808250519E01544D42369A","Poor Logging Practice: Use of a System Output Stream","rsn/rsnUtil.ts:82","Structural","new"
"0F47EE704C55A6EF3F0870CF4EFCC43E","Poor Logging Practice: Use of a System Output Stream","rsn/rsnUtil.ts:60","Structural","new"
"B00FCD0CC6DDFB3745D5A2B844CDC111","Poor Logging Practice: Use of a System Output Stream","rsn/rsnUtil.ts:94","Structural","new"
"8688AC8BACB5D262E9FDBE56C5F52B0B","Poor Logging Practice: Use of a System Output Stream","rsn/rsnUtil.ts:59","Structural","new"
"0F47EE704C55A6EF3F0870CF4EFCC43F","Poor Logging Practice: Use of a System Output Stream","rsn/rsnUtil.ts:83","Structural","new"
"F294692D90F2D3213A74E801C52B6CCC","Privacy Violation","routes/authenticatedUsers.ts:24","Data Flow","new"
"EE07AE86DCA4FA6023C0F17C28397CF5","Privacy Violation: Shoulder Surfing","frontend/src/app/login/login.component.html:27","Content","new"
"2CD4269AB990C462C61D0841D3B70F1D","System Information Leak: Internal","rsn/rsn.ts:19","Data Flow","new"
"2CD4269AB990C462C61D0841D3B70F1E","System Information Leak: Internal","rsn/rsnUtil.ts:97","Data Flow","new"
"964BA74E7EA073F5DFD7FF71F71B71D9","System Information Leak: Internal","frontend/src/main.ts:17","Data Flow","new"
"2CD4269AB990C462C61D0841D3B70F1B","System Information Leak: Internal","rsn/rsn-update.ts:12","Data Flow","new"
"2CD4269AB990C462C61D0841D3B70F1C","System Information Leak: Internal","rsn/rsn-verbose.ts:21","Data Flow","new"
"1F5DAE4A5B1AEDF9E3C490D5252249AC","Weak Cryptographic Hash","Gruntfile.js:73","Structural","new"
